GT,D,A,E,F
0.198967531,0.24159758,0.23670675,0.219175073,0.215547014
0.20142415,0.23099808,0.24218772,0.226959509,0.193031724
0.204203516,0.25724924,0.24333633,0.217924522,0.178762039
0.207359845,0.25070226,0.23784177,0.229540681,0.198337466
0.208891558,0.261363,0.24630626,0.218133876,0.20200006
0.210409878,0.25839537,0.2506806,0.214253585,0.185319079
0.224661289,0.2460352,0.25854045,0.251584259,0.227283473
0.271512862,0.27795604,0.28676975,0.317531724,0.307376278
0.334142783,0.30655164,0.369903995,0.410116125,0.362395191
0.384951982,0.3557598,0.443682863,0.435902663,0.391412313
0.408433055,0.43804172,0.46172166,0.41673235,0.367030723
0.425203436,0.44971994,0.47618544,0.442837472,0.359104963
0.444999673,0.45315573,0.48924893,0.483545247,0.447919535
0.478380959,0.46415892,0.487943169,0.523065119,0.50035598
0.508268649,0.48967344,0.550372497,0.533033497,0.438395615
0.53458198,0.5191676,0.574345859,0.540277,0.534481734
0.539925424,0.53034043,0.575742547,0.546111697,0.441007735
0.530099306,0.50721633,0.549004982,0.538333542,0.516022943
0.523147767,0.5003329,0.534285235,0.573760995,0.530745845
0.520326505,0.48588538,0.52737506,0.55084868,0.499453362
0.524696088,0.5041637,0.54521537,0.569833056,0.544179049
0.532980848,0.520483,0.534215845,0.579329395,0.523635461
0.545814651,0.5225299,0.554146803,0.581650303,0.545716525
0.567832124,0.5347866,0.6064431,0.595747197,0.568535448
0.581621498,0.55374473,0.6440278,0.585584896,0.478898013
0.590110047,0.5735681,0.6787383,0.60902935,0.510108445
0.592360733,0.579322,0.6794586,0.6104231,0.523621416
0.590099607,0.56990546,0.723363,0.59765095,0.503356901
0.593411922,0.5899894,0.68321955,0.5962364,0.505477238
0.587511825,0.5746168,0.6193789,0.62509945,0.543808143
0.576028001,0.5605297,0.60243595,0.615227702,0.595316128
0.55422094,0.570154,0.618552,0.570688,0.548331858
0.511412126,0.5236558,0.559257,0.547871192,0.506580465
0.479237457,0.5367227,0.515257575,0.520737915,0.489274148
0.46050188,0.53137666,0.4914456,0.493171459,0.402263275
0.459148079,0.5181129,0.4960603,0.508265528,0.479733591
0.461983515,0.52835125,0.49078554,0.513291151,0.417981552
0.466120179,0.5073421,0.56808144,0.514986687,0.466678929
0.471238911,0.48513263,0.5180666,0.476295022,0.454339078
0.476576941,0.49861932,0.66812414,0.53415763,0.454264894
0.480159538,0.49044842,0.57638353,0.5174238,0.443934592
0.477984181,0.47035116,0.51864874,0.5268504,0.447769203
0.463942191,0.45015073,0.52085465,0.49233228,0.45734582
0.442972462,0.44449234,0.5645716,0.448890523,0.377438551
0.428284915,0.45532995,0.47848028,0.45147113,0.37372618
0.418819805,0.4620292,0.46020195,0.44476933,0.392590324
0.415388376,0.46129838,0.49033016,0.457945911,0.380595291
0.413643032,0.48054677,0.50173044,0.440067585,0.389653616
0.410986357,0.46535596,0.4411961,0.460731283,0.433456853
0.408407032,0.44264463,0.5250043,0.463525365,0.397481742
0.405762081,0.47255072,0.40694436,0.444078762,0.357041591
0.40664685,0.4325782,0.418118239,0.457672869,0.40163137
0.403171062,0.42752823,0.424185845,0.445948825,0.404601409
0.396171247,0.41741058,0.41322416,0.441622144,0.423448386
0.380142755,0.4019616,0.4156343,0.42327048,0.354383244
0.359567013,0.37939382,0.42538455,0.403891857,0.381119895
0.344747817,0.35883975,0.3772119,0.366396053,0.308882144
0.335149695,0.38064173,0.36462644,0.347903859,0.28712884
0.321197566,0.33759385,0.40709516,0.347380992,0.282861073
0.307286772,0.32952014,0.34588522,0.316366974,0.256468846
0.299359606,0.31020474,0.33760145,0.314806732,0.274237805
0.291526578,0.27771926,0.31134567,0.307311575,0.302836404
0.277679472,0.25079373,0.29123637,0.305067325,0.262463455
0.263735927,0.25987792,0.26543778,0.296148504,0.246003161
0.248915505,0.27097404,0.2705728,0.25887866,0.219525476
0.239189485,0.21266972,0.25571802,0.26060097,0.249304739
0.225320721,0.17930073,0.232068092,0.250416882,0.244051435
0.218342148,0.20964304,0.23869751,0.226030976,0.202616321
0.211372552,0.19264933,0.22529675,0.225532874,0.19024942
0.20430672,0.15974076,0.20864864,0.22332412,0.1947067
0.195118683,0.15314338,0.202517376,0.222140406,0.208252766
0.180100502,0.16887699,0.2053202,0.182891174,0.162561082
0.154865176,0.15291606,0.1754417,0.163823132,0.140272436
0.136744722,0.11956519,0.171680074,0.184278584,0.159347065
0.123488639,0.088235185,0.188008688,0.155033618,0.147602696
0.115344718,0.06141571,0.152685755,0.141038985,0.130641782
0.112725721,0.06597382,0.131588938,0.143481382,0.139122984
0.101858106,0.067197114,0.143778079,0.141590555,0.115406598
0.083715284,0.036314756,0.112582769,0.120972549,0.11831953
0.063512897,0.035428204,0.089061144,0.088150367,0.084777845
0.049222748,0.033272207,0.064735537,0.058004697,0.046418141
0.043812482,0.032542326,0.051362644,0.055453144,0.051753573
0.04294895,0.038061954,0.049317249,0.051274915,0.044047544
0.038593639,0.04235124,0.050283972,0.051195179,0.04882374
0.030009609,0.035393596,0.037397395,0.037395176,0.036886248
0.013301058,-0.000308964,0.016187048,0.019148715,0.017760188
-0.015057878,-0.010685591,-0.031023396,-0.02609861,-0.02474721
-0.044058548,-0.006725999,-0.05510538,-0.062411479,-0.057287452
-0.066521879,-0.020573413,-0.102020363,-0.100505513,-0.094659235
-0.076563491,-0.036874898,-0.099198904,-0.115203521,-0.092591767
-0.07679449,-0.028557515,-0.106096547,-0.11718098,-0.108490663
-0.07679449,-0.056124397,-0.111577548,-0.114559754,-0.11293295
-0.074431394,-0.060922906,-0.108908604,-0.116870599,-0.109871951
-0.071558498,-0.031130148,-0.1120936,-0.118424163,-0.104881019
-0.060395231,0.004319871,-0.089767066,-0.096255552,-0.083061184
-0.04475075,0.03307472,-0.058478104,-0.082189144,-0.076909537
-0.024945171,0.03992027,-0.043716524,0.005743093,0.0047023
-0.00639196,0.029179493,-0.006971903,0.011554892,0.011400571
0.004082069,0.012781508,-0.031023396,0.018264946,0.017545514
0.005235988,-0.033587962,-0.019774316,0.01929536,0.017197542
0.005235988,-0.02915082,-0.009272186,0.02018271,0.017256619
0.002059383,-0.0037893,0.002730014,0.018423066,0.016036981
0.001745329,0.006183673,-0.01391359,0.016054671,0.014366633
0.000325325,0.021059291,-0.002326787,0.019579,0.017001564
-0.004574544,0.019551707,0.000775879,0.015976436,0.012986644
-0.011875405,0.026276825,-0.013714755,0.012737715,0.011441203
-0.016232597,0.027107442,-0.026148139,0.005805912,0.005388709
-0.020593831,0.01882195,-0.02499022,-0.041150966,-0.035151611
-0.021463076,0.029978553,-0.031023396,0.00167282,0.001492469
-0.022689281,0.032211475,-0.025338128,0.000688418,0.000622912
-0.022689281,0.025278116,-0.031023396,-0.043893316,-0.039040568
-0.022689281,0.019601101,-0.030954732,-0.042231924,-0.035859433
-0.022689281,0.020578219,-0.042226965,0.002120116,0.002029897
-0.022689281,0.003906198,-0.037340827,0.004706054,0.004358041
-0.022689281,0.011559542,-0.028932849,0.005519566,0.005112589
-0.022689281,0.0239248,-0.035486126,0.003864798,0.003447848
-0.022689281,0.032782204,-0.042621955,0.00531459,0.004721872
-0.022689281,0.031021541,-0.031023396,-0.036300986,-0.035422857
-0.022689281,0.028357727,-0.031023396,-0.029805736,-0.028397266
-0.020943951,0.02701096,-0.031023396,-0.036258037,-0.033762551
-0.018326225,0.019423673,-0.028691288,-0.027197002,-0.025386377
-0.014405478,0.019429496,-0.016684478,-0.025041325,-0.022111718
-0.012217305,0.01925171,-0.017951187,0.000739808,0.0006417
-0.010471975,0.01628944,-0.012184441,0.003943953,0.003612525
-0.003490658,0.025567112,0.013464922,0.009428038,0.009236394
0.001282255,0.017042382,0.021047575,0.010502632,0.010056588
0.005636256,0.012308946,0.022055345,0.013832751,0.012382645
0.010471975,0.034811743,0.011094025,0.011826591,0.01047358
0.013962634,0.042307027,-0.001932595,0.014591633,0.012057409
0.013962634,0.04057999,0.015532741,0.02025424,0.016751609
0.016449825,0.048937663,0.02043177,0.01916014,0.018203787
0.02043881,0.04294786,0.023034211,0.030585878,0.025941506
0.02654023,0.039401017,0.028769809,0.046989128,0.04358074
0.027925268,0.02255206,0.028366575,0.048170995,0.040672184
0.027925268,0.030282719,0.050768763,0.042718474,0.041060827
0.026710808,0.020991048,0.026907811,0.038071994,0.034074483
0.024095827,0.028649988,0.024188599,0.03667175,0.031036514
0.016791024,0.041753426,0.020128405,0.031308383,0.029464948
0.013308018,0.03978461,0.02677874,0.02736463,0.026121323
0.006981317,0.044623725,0.011333158,0.022489108,0.02128303
0.001118673,0.03471806,0.003126828,0.016279358,0.013259788
-0.007583697,0.031222625,-0.010745317,0.008776787,0.007942263
-0.012217305,0.03373427,-0.0147826,0.010705347,0.010201823
-0.013962634,0.041743517,0.000905747,0.007329228,0.007007933
-0.014282313,0.043750264,-0.023604214,-0.021333956,-0.01759609
-0.015707964,0.050098613,-0.030700037,-0.030331726,-0.024454578
-0.013696638,0.040684387,0.000675643,0.000232182,0.000215463
-0.012217305,0.041692063,0.002671016,-0.022679572,-0.019797332
-0.012217305,0.028986687,0.002835004,-0.02311393,-0.02102887
-0.012217305,0.033420354,0.00046272,0.006239767,0.005837895
-0.014199227,0.027256267,0.002104269,0.000739566,0.000719521
-0.018555384,0.029699473,-0.029234988,0.003596573,0.002893061
-0.019424444,0.009761578,0.003335776,-0.029032528,-0.028097518
-0.020943951,0.037428416,0.003307926,-0.025340505,-0.024425977
-0.020943951,0.037143484,-0.038632529,-0.031668714,-0.026558293
-0.022689281,0.06748461,0.012903294,-0.043906401,-0.04095442
-0.02248752,0.06833799,0.019748097,-0.035742656,-0.029089932
-0.018133204,0.02363755,0.022846436,0.00311242,0.002804753
-0.013592474,0.012862345,0.014775245,0.00239111,0.001943842
-0.005545059,0.046454497,0.014611481,0.011078178,0.009691342
0.001745329,0.048797116,0.039129354,0.02144979,0.017783089
0.003490658,0.058044218,0.033707753,0.025377002,0.022535783
0.003490658,0.06112255,0.036737077,0.024507437,0.022285046
0.003490658,0.0859269,0.03766083,0.024776809,0.023076753
0.005235988,0.07490247,0.020686535,0.01004169,0.008481268
0.005235988,0.068334624,0.022865916,0.016341526,0.014587434
0.003351469,0.05872088,0.022954127,0.013825423,0.012700055
0.003490658,0.03713312,0.03593214,0.017584067,0.01424467
0.001745329,0.04654841,0.042742804,0.012226601,0.011471161
-0.00022727,0.05646888,0.03633306,0.0120999,0.010027549
-0.001855021,0.04375094,0.0496931,0.014153703,0.011486325
-0.003490658,0.059416823,0.040808737,0.010700299,0.00987201
-0.00358457,0.061490215,0.048212983,0.009198899,0.008756297
-0.003490658,0.051768012,0.047897235,0.015036739,0.01451543
-0.003490658,0.04982674,0.027239392,0.017735593,0.017056719
-0.00444232,0.047140554,0.024835708,0.016641174,0.01403143
-0.014106684,0.08194699,0.0086732,-0.024087042,-0.02134488
-0.024555268,0.06717992,-0.028212955,-0.044124108,-0.043306428
-0.027925268,0.055600338,-0.031023396,-0.053667168,-0.044681576
-0.02525577,0.07592557,-0.029764043,-0.044596289,-0.043638738
-0.019119875,0.084114745,-0.026185353,-0.026226668,-0.024341777
-0.011308553,0.049418844,0.016432716,-0.014667863,-0.01417026
-0.010471975,0.07016719,0.007306838,-0.012459884,-0.010958602
-0.010471975,0.06762403,0.018064743,-0.016719564,-0.015157009
-0.010471975,0.061177276,-0.013730412,-0.015269889,-0.013338073
-0.010471975,0.055144012,0.000922462,-0.014174507,-0.012259843
-0.008726646,0.05508411,0.007811351,0.015620404,0.013285714
-0.008726646,0.10295422,0.05193662,0.020852134,0.020475855
-0.008726646,0.07244198,0.02604684,0.012886892,0.01045652
-0.00612742,0.05025792,0.06510677,0.014185858,0.013747259
0.00168427,0.057366602,0.046305977,0.026611704,0.022578155
0.012119425,0.05704791,0.026942184,0.030231278,0.024686387
0.026069092,0.08031185,0.052328706,0.035460915,0.02988129
0.038311998,0.065109365,0.039431937,0.041154843,0.037527685
0.04363323,0.08460196,0.06505834,0.056751113,0.049444358
0.04363323,0.07628168,0.044257626,0.04631286,0.038849957
0.04363323,0.07727008,0.058824314,0.06201547,0.049903616
0.045378562,0.06941872,0.068095038,0.066437106,0.062862501
0.045378562,0.06340097,0.051792964,0.050299874,0.041667021
0.04363323,0.0603109,0.05215849,0.04756682,0.04279016
0.040232188,0.049902402,0.04613308,0.040886298,0.037463848
0.037616503,0.065035254,0.04848995,0.038712356,0.036555383
0.035011145,0.06832698,0.03861537,0.044560954,0.042630937
0.034906585,0.06764725,0.05278161,0.039593916,0.038211055
0.034906585,0.08391959,0.039768732,0.036464732,0.031645997
0.034906585,0.09059864,0.039745584,0.036215302,0.030164928
0.036651913,0.10096455,0.04951048,0.03984079,0.03236679
0.038397245,0.100420445,0.05832576,0.048562776,0.046772616
0.040002312,0.093496494,0.07267731,0.063172258,0.056781109
0.041887902,0.08673146,0.049030446,0.055612217,0.05025153
0.040314891,0.08554582,0.084814526,0.059430548,0.048667803
0.035943793,0.10546306,0.060667075,0.050284491,0.044447982
0.031586002,0.12702252,0.033398792,0.038753677,0.031760473
0.02617994,0.12397358,0.069774754,0.028720342,0.027405907
0.02460581,0.10957715,0.09989154,0.02960189,0.028333867
0.025116045,0.11588934,0.120238155,0.026069753,0.024477995
0.02773465,0.07245107,0.06910709,0.039548665,0.032556965
0.031415928,0.0885571,0.10468684,0.039097857,0.035714646
0.033161256,0.06199593,0.050905064,0.050526183,0.047392945
0.036221437,0.0660107,0.053305335,0.048935782,0.046013907
0.038397245,0.083007485,0.105770364,0.041134823,0.039963504
0.040793377,0.13372742,0.08275934,0.050769445,0.042173655
0.048127031,0.15276954,0.10426986,0.053542446,0.043191785
0.067249575,0.1971635,0.12591866,0.07497038,0.061065801
0.104187185,0.19319482,0.1386614,0.124935529,0.116999021
0.144517271,0.21679863,0.23678033,0.189226251,0.152967728
0.176236736,0.24130486,0.27842674,0.198181081,0.176881057
0.189701675,0.24819045,0.22049405,0.19487707,0.170095213
0.195761033,0.26833662,0.2066777,0.21737829,0.209170297
0.193731546,0.24916472,0.195951893,0.22923039,0.190614732
0.1951746,0.23727854,0.28537518,0.214459961,0.177267844
0.196057105,0.28533596,0.19784267,0.226773561,0.208202408
0.203596715,0.2949544,0.2127698,0.220243,0.205052898
0.214024342,0.3600373,0.31166095,0.225679244,0.192649685
0.225924099,0.38367823,0.26708856,0.226794547,0.188310532
0.238379656,0.38419637,0.3116553,0.264586812,0.233706198
0.253805948,0.38237697,0.266250735,0.271438545,0.250958113
0.265694938,0.39396524,0.32074457,0.286608876,0.265990248
0.283089562,0.4093513,0.31973913,0.31296974,0.279418608
0.300536805,0.40942538,0.3609541,0.3214764,0.304084543
0.319394342,0.4325473,0.39207524,0.328061954,0.306210272
0.343430415,0.43158343,0.390066,0.389312269,0.379098139
0.370951979,0.51709586,0.387256658,0.419303238,0.377333084
0.398677324,0.47636795,0.41548628,0.438754417,0.380247734
0.424005652,0.42206624,0.4805413,0.43488508,0.396946136
0.44127908,0.4450859,0.454842289,0.4909333,0.470462838
0.454352743,0.46776026,0.4730019,0.4772077,0.4643017
0.468408831,0.48232225,0.5694047,0.48489726,0.392872656
0.483988841,0.547114,0.6129128,0.488362082,0.394572999
0.49878743,0.5737319,0.501592161,0.521487111,0.439120335
0.521432431,0.58541137,0.529430392,0.530030012,0.433607741
0.546749097,0.56969273,0.60933954,0.5542,0.45742744
0.570363025,0.58961016,0.6270101,0.580514449,0.555614485
0.586857443,0.595706,0.6409932,0.604260986,0.567494813
0.610836564,0.59507316,0.620200427,0.628148377,0.527312451
0.633083573,0.5864944,0.6511468,0.653023286,0.62401872
0.647908415,0.6522772,0.6720652,0.695767101,0.617154184
0.660960546,0.6408706,0.711554392,0.725368992,0.588555859
0.670537421,0.6924885,0.673309143,0.755608943,0.637380425
0.678375328,0.64030176,0.68235177,0.732912656,0.645880299
0.692691877,0.65852016,0.708964553,0.749430753,0.659472665
0.715765343,0.7026516,0.760175685,0.788297625,0.746519808
0.737539455,0.72606826,0.766202411,0.850390211,0.82815081
0.751229308,0.72438425,0.791089115,0.873765115,0.711940887
0.75870478,0.7351519,0.803227,0.85022962,0.697692102
0.757472873,0.7111851,0.788506385,0.846693275,0.729437636
0.753982246,0.73004544,0.768560392,0.847735342,0.740186307
0.753295992,0.72937757,0.790358434,0.870426244,0.829128081
0.752236903,0.741724,0.810644805,0.792297305,0.719413196
0.75049156,0.7470616,0.797255919,0.750655219,0.616885261
0.749295622,0.68929106,0.761174205,0.796368145,0.747638577
0.747000933,0.68763036,0.754083565,0.780573765,0.635052399
0.741146291,0.6818044,0.754334622,0.789460232,0.714833395
0.728644477,0.70508796,0.7534789,0.775789294,0.730691089
0.716761764,0.70582736,0.7372396,0.801393128,0.746742721
0.70979998,0.6748921,0.745571459,0.826079799,0.803684169
0.701070469,0.7026389,0.726228978,0.769932768,0.752405922
0.695565945,0.64476687,0.698821191,0.715885651,0.630096014
0.686524164,0.66335374,0.693111829,0.699884029,0.639219802
0.682167767,0.66600215,0.68263423,0.704402505,0.670438196
0.678933084,0.666464,0.67976767,0.703891668,0.652453836
0.682925261,0.67177904,0.694314822,0.710431292,0.696985545
0.697865443,0.6903565,0.71263194,0.717230585,0.689604572
0.718241643,0.69764173,0.729198986,0.769891346,0.64529208
0.730003563,0.6923215,0.764359026,0.790334826,0.726422655
0.729098745,0.6788374,0.77079109,0.79379465,0.774138899
0.719345512,0.70000005,0.7332537,0.785211863,0.641322705
0.706497526,0.7049028,0.76131064,0.774611652,0.753932688
0.70269803,0.68739146,0.7718899,0.75186686,0.704468401
0.708760815,0.68608075,0.75219095,0.756703769,0.736985083
0.716639406,0.6748528,0.7861127,0.740702312,0.596426271
0.722716641,0.6828451,0.7668096,0.733565232,0.664731099
0.72431165,0.63839895,0.76673794,0.7417621,0.615921661
0.722319841,0.6492728,0.7848265,0.756291581,0.73106495
0.711434436,0.7311851,0.75918114,0.751709573,0.732487627
0.69784104,0.6151428,0.73577178,0.70803563,0.575659378
0.686345657,0.6715672,0.6895143,0.770013914,0.741077928
0.673277043,0.7035225,0.6905895,0.677297637,0.621613966
0.661233199,0.6974402,0.684659149,0.70451856,0.682000206
0.654498458,0.63178486,0.66988385,0.6952562,0.590224637
0.657240175,0.6217052,0.6977041,0.66935724,0.569623816
0.657888825,0.6521436,0.68368244,0.673047049,0.608285461
0.650788252,0.6110718,0.7000573,0.65495807,0.57868928
0.642182493,0.5735915,0.6844081,0.64803976,0.529963921
0.637045205,0.5975924,0.665896209,0.672316109,0.652026199
0.635299861,0.61288047,0.684189423,0.667595093,0.599744726
0.64262878,0.5320423,0.67231366,0.65551233,0.606736813
0.676345561,0.61944824,0.712650921,0.6810704,0.55001462
0.735741801,0.68829614,0.7676323,0.7784746,0.64838873
0.793066668,0.7639169,0.8406324,0.79998684,0.703709581
0.837395581,0.79131347,0.838696463,0.842028503,0.79621084
0.865729108,0.86309165,0.92467326,0.87747747,0.793584776
0.862969634,0.86118555,0.9221355,0.884901517,0.850575213
0.846372887,0.756724,0.8625991,0.85649997,0.71415577
0.816682196,0.7206802,0.852586342,0.8297939,0.78974301
0.790590638,0.77084893,0.8257969,0.865189126,0.754474051
0.781021733,0.77043337,0.8925386,0.825244997,0.749386747
0.783683582,0.7648354,0.8560736,0.79952663,0.643182811
0.804618047,0.74498206,0.818992233,0.8109459,0.726741225
0.83422698,0.91717756,0.83477816,0.87452356,0.770627031
0.85691053,0.9458085,0.88050062,0.92258826,0.862022933
0.874309316,0.89860225,0.9789357,1.000366002,0.916065064
0.888315543,0.8968757,0.939102386,1.066700586,0.865472525
0.900495456,0.8147118,1.051914542,1.156333482,0.836386162
0.902335227,0.7955995,1.004903053,1.156973723,0.76459277
0.898927591,0.7879309,1.100728432,1.171151442,0.84833877
0.879048429,0.8384773,0.946698408,0.993085488,0.869091678
0.857259086,1.0022693,0.93413305,0.870732271,0.764117604
0.852523712,0.8828822,0.9786204,0.865609124,0.820610462
0.875606511,0.87202644,0.98941076,0.980483122,0.873405578
0.937544617,0.9563279,1.1604404,1.317047633,0.880412833
1.019361488,1.0452703,1.2623098,1.766081475,0.892656587
1.096551151,1.0861845,1.3067384,2.114985192,1.003965715
1.149217831,1.0567079,1.181946863,-0.013739378,1.083430557
1.172642617,1.1392648,1.299667633,-0.081707284,0.941435567
1.174606562,1.1964766,1.1970135,-0.17445387,1.092958762
1.176351905,1.0411606,1.276318,-0.21422574,0.949590743
1.1863508,0.93225116,1.1969887,-0.20608106,1.142994728
1.213719816,0.97418076,1.4311347,-0.21821919,1.133840304
1.251885669,1.2039804,1.3925904,-0.24045861,1.156651276
1.284731006,1.1517094,1.4103731,-0.22601868,1.082127253
1.298371256,1.3260123,1.6936227,-0.17789538,1.520140706
1.300270319,1.3057901,1.558384438,-0.15647517,1.360117279
1.301849809,1.3610789,1.661048018,-0.12801075,1.344886659
1.3257803,1.1550717,1.567815,-0.024485424,1.457939872
1.384728845,1.117196,1.42667519,-0.07300309,1.617746889
1.472889077,1.5164856,1.760949754,-0.023586422,1.549767463
1.550241797,1.2244982,1.5723532,3.028743599,1.66866934
1.602116394,1.3802044,1.7352327,2.978514317,1.741064546
1.640920731,1.387201,1.7718564,3.122209211,1.75855095
1.670115887,1.3514884,1.8091944,3.083980374,1.703965152
1.687088662,1.3258243,1.861307123,3.160780383,1.771109888
1.687079516,1.5653043,2.055405633,3.114874033,1.902009233
1.680980538,1.590294,1.812261875,3.161954935,1.799019034
1.679006696,1.4857277,2.339754892,3.100677192,1.664781967
1.684000471,1.5318549,2.361370843,3.049591343,1.817104617
1.684242725,1.5160387,2.349016951,2.973348751,1.896038472
1.684242725,1.6186854,2.248961551,3.018086311,1.849583659
1.68013968,1.773662,1.70197936,3.01001421,1.872717407
1.675782796,1.6517452,1.7839254,3.106972672,1.813339165
1.667939879,1.7908396,1.7260652,3.016421759,1.651748442
1.661835447,1.6752566,1.870553595,2.960460965,1.853770492
1.656317472,1.6471745,1.670390945,2.939293645,1.777689145
1.654870289,1.7492002,1.705060979,2.955291839,1.669841913
1.656317472,1.7349845,1.893714645,3.002377425,1.845452005
1.656317472,1.6799573,1.6672809,2.930723645,1.715541639
1.656317472,1.5788383,1.7037259,2.871436925,1.812927532
1.655997736,1.5585817,1.762497,2.862652372,1.712924677
1.648791826,1.6123596,1.6953123,2.868825353,1.806692063
1.636727516,1.5752586,1.7153243,2.922994801,1.774101778
1.615255513,1.5504743,1.718331526,2.859978606,1.462308205
1.596627086,1.5139087,1.6193653,2.854406712,1.489645421
1.583725616,1.5369109,1.636112032,2.905289732,1.421884833
1.578134797,1.3990159,1.6112636,3.057292963,1.545124659
1.575019129,1.5286251,1.712494658,3.106596138,1.388233869
1.564561761,1.5715199,1.750345523,-0.05966107,1.374073506
1.545179642,1.5795447,1.810621884,-0.08389509,1.487430871
1.518598216,1.4937171,1.834585531,2.980029374,1.306771855
1.493830592,1.5205587,1.580804884,2.922519854,1.259880341
1.479490918,1.4162948,1.640920435,2.808855455,1.203422735
1.47259058,1.3472685,2.02399692,2.59300303,1.296573861
1.462504857,1.3337245,1.5136194,2.502901954,1.442142306
1.432351698,1.3990182,1.4486675,2.387593576,1.275139541
1.384392936,1.2066708,2.006265472,2.271636272,1.346563438
1.319837801,1.1895168,1.856882403,2.026139243,1.252532128
1.255829692,1.1104512,1.309011484,1.876122284,1.064441836
1.203422851,1.1693667,1.3076557,1.756906802,1.088373741
1.158325101,1.0368875,1.238698,1.659078402,0.967572229
1.11489142,1.0218709,1.242506639,1.587558139,1.050604785
1.066820095,1.0307761,1.124449191,1.482606731,0.957228069
1.014232749,1.012478,1.103773637,1.340984627,0.877631302
0.956941684,0.9190882,0.9675838,1.189798668,0.854746349
0.913179214,0.873956,0.9492355,1.076681829,0.874387835
0.876643153,0.8734828,0.9379796,0.953873107,0.770717116
0.849374965,0.8138479,0.9346605,0.896431929,0.758682113
0.822810811,0.7976409,0.825406823,0.8574291,0.700954313
0.797206175,0.7626448,0.798296709,0.804797789,0.710075509
0.763891963,0.715792,0.768493925,0.7672463,0.728712248
0.720120827,0.6710793,0.7929907,0.732675394,0.72445032
0.670289525,0.651954,0.67245075,0.7016417,0.694369305
0.633266704,0.5755189,0.641337368,0.6553249,0.637315249
0.617193109,0.5879633,0.650664217,0.6245693,0.580501255
0.616101205,0.5339347,0.6427933,0.6276928,0.610824923
0.616101205,0.5025587,0.64415145,0.663160011,0.570233914
0.616101205,0.52840734,0.690126951,0.685967411,0.579840407
0.610264888,0.4893648,0.6414256,0.665580877,0.635860067
0.605040054,0.58307517,0.6248941,0.674744409,0.5845918
0.597488156,0.5651008,0.678864042,0.668218062,0.537492828
0.592558969,0.5698658,0.621786837,0.598549737,0.538168757
0.57836951,0.5345771,0.61619159,0.60921542,0.48879787
0.555161502,0.45602652,0.595381075,0.660157305,0.566315539
0.524984261,0.4232612,0.556367443,0.638958703,0.579272752
0.490415586,0.3720401,0.513677952,0.670869552,0.553377694
0.461031386,0.4220971,0.467703721,0.556396071,0.453539944
0.44057608,0.39687747,0.45809084,0.44291834,0.369344533
0.427780524,0.41028005,0.44230357,0.491309449,0.472518626
0.412737736,0.3474551,0.435692533,0.480698513,0.452204744
0.392461252,0.31917247,0.432704975,0.432027605,0.371575629
0.364819372,0.3247989,0.450852503,0.387382583,0.362107741
0.329990018,0.31262556,0.361548936,0.341630376,0.304954716
0.289420843,0.2939757,0.313318666,0.314414556,0.302122981
0.236394825,0.22399738,0.2461137,0.246493649,0.224803368
0.162358806,0.14928783,0.192546381,0.187223461,0.170818869
0.083837894,0.11854157,0.109913635,0.084115768,0.070932485
0.022676339,0.104939215,0.047724813,0.06314378,0.055604914
-0.003835587,0.09905327,0.038921677,0.05181865,0.043339282
-0.001421425,0.10390934,0.039955348,0.04654057,0.03865145
0.010071594,0.09854412,0.023018917,0.04537918,0.04329511
0.013962634,0.09001788,0.016629497,0.03742523,0.034052268
0.010238253,0.10502919,0.014330307,0.034694422,0.029132907
0.005235988,0.08696254,0.035453208,0.021112833,0.018791289
0.006200875,0.0892549,0.033611514,0.022914622,0.020594549
0.010661381,0.085387595,0.020842114,0.026027892,0.02521034
0.020164891,0.078556545,0.023058676,0.036990307,0.031422546
0.028100747,0.07839829,0.036550917,0.055463526,0.052124955
0.036037029,0.07772336,0.053247919,0.05601302,0.054168021
0.045621044,0.08964166,0.054463869,0.06288188,0.06012638
0.057739623,0.08096046,0.060576409,0.05938315,0.057652291
0.062831856,0.0737576,0.080087565,0.070799638,0.064551538
0.062831856,0.07244654,0.081668793,0.078230223,0.075628693
0.062831856,0.066992335,0.074423613,0.077904266,0.076278375
0.058352339,0.06636644,0.075850508,0.070908265,0.068933518
0.050462294,0.0646967,0.081183282,0.063008203,0.051461272
0.029547842,0.059920885,0.038543054,0.034922204,0.033952643
0.003341953,0.058632776,0.010016514,0.010216451,0.009575174
-0.023661202,0.049631283,-0.039295021,0.000393023,0.000373067
-0.041887902,0.044046253,-0.061902262,-0.073656526,-0.067279488
-0.040142573,0.049559332,-0.056287009,-0.065145449,-0.053602116
-0.03490156,0.046990924,-0.056322665,-0.057206232,-0.055462048
-0.027980818,0.047597595,0.027432064,-0.046406194,-0.037385812
-0.022701404,0.06340989,0.05898966,0.00387228,0.003651319
-0.020943951,0.0794042,0.030530902,0.003253127,0.003214983
-0.015788243,0.07362848,0.023826005,0.008264954,0.007360275
-0.002688447,0.062252462,0.043379985,0.005911826,0.005475405
0.008561515,0.045157462,0.035174534,0.018390398,0.016081601
0.028629689,0.03944044,0.03731368,0.02955098,0.025279991
0.046996283,0.045130804,0.061737886,0.048361618,0.03910891
0.048049632,0.057762653,0.048628515,0.048834737,0.043390701
0.045431974,0.056501612,0.048531324,0.047217852,0.044411778
